user_id,product_id,view,rating,rate_quantity,sold_quantity,cart,wishlist,category,category_encoded,target_cart
1507,690,2,3.88,266,1119,0,2,serum,1,0
2335,198,2,4.34,143,983,0,0,moisturizer,2,0
610,304,2,4.56,567,1709,0,0,serum,1,0
2675,552,3,3.9,170,1104,1,0,cleaner,0,1
2613,329,2,4.31,89,831,0,0,serum,1,0
2948,275,3,3.66,258,1717,1,0,moisturizer,2,1
2380,55,3,4.27,483,1669,0,0,moisturizer,2,0
2632,438,5,4.45,151,608,0,0,serum,1,0
3873,614,1,3.43,145,888,0,0,unknown,3,0
404,435,1,4.06,208,896,0,0,cleaner,0,0
2483,417,3,4.1,276,1547,0,0,cleaner,0,0
641,637,2,4.14,388,1393,0,0,moisturizer,2,0
2312,623,3,4.25,138,1172,0,0,unknown,3,0
2048,113,2,4.33,234,1135,0,0,serum,1,0
2122,179,1,4.12,69,696,0,0,moisturizer,2,0
3962,159,2,4.33,179,1145,0,0,moisturizer,2,0
2589,307,1,4.35,205,939,0,0,serum,1,0
1552,175,1,4.18,188,796,1,0,cleaner,0,1
1098,394,1,3.96,78,511,0,0,moisturizer,2,0
780,681,1,4.23,493,4358,0,0,cleaner,0,0
2939,560,1,4.06,95,767,0,0,serum,1,0
279,309,2,4.0,153,570,0,0,cleaner,0,0
510,471,4,4.31,85,665,2,1,serum,1,1
776,132,1,4.62,88,1020,0,0,moisturizer,2,0
1047,465,3,4.03,121,856,0,0,serum,1,0
348,647,2,4.19,179,1176,0,0,cleaner,0,0
1286,406,1,4.24,123,696,0,0,moisturizer,2,0
934,292,2,4.55,624,2011,1,1,cleaner,0,1
1397,34,6,4.34,345,1177,0,0,serum,1,0
800,530,1,4.34,322,1426,1,0,serum,1,1
1500,505,7,4.15,776,2409,0,0,serum,1,0
3839,491,2,4.22,401,1625,0,0,moisturizer,2,0
3925,119,1,3.91,122,1022,0,0,serum,1,0
1696,491,3,4.22,401,1625,0,0,moisturizer,2,0
2063,584,1,4.46,476,1597,0,0,serum,1,0
1663,257,1,4.39,451,1838,0,0,moisturizer,2,0
3542,685,2,4.24,82,457,0,0,serum,1,0
1214,530,3,4.34,322,1426,1,0,serum,1,1
3057,16,3,3.97,208,1058,0,0,cleaner,0,0
846,229,4,4.16,443,1626,0,0,serum,1,0
698,152,2,3.71,203,647,0,0,moisturizer,2,0
2825,454,1,4.46,254,1531,0,0,cleaner,0,0
2776,252,1,3.81,155,941,0,0,moisturizer,2,0
411,261,1,4.44,100,1123,1,1,cleaner,0,1
3113,390,3,4.11,125,877,0,0,moisturizer,2,0
391,73,5,4.28,355,1429,0,0,moisturizer,2,0
1292,289,4,4.14,167,701,0,0,serum,1,0
3372,186,2,4.04,168,1470,1,0,moisturizer,2,1
1211,490,1,4.45,530,2006,0,0,serum,1,0
3762,447,1,3.5,263,766,0,0,unknown,3,0
3254,594,3,4.07,239,1052,0,0,serum,1,0
521,123,3,3.83,62,710,0,0,cleaner,0,0
3081,403,7,4.27,404,1476,0,0,moisturizer,2,0
2592,384,3,4.47,226,2371,0,0,serum,1,0
49,520,4,4.25,188,670,0,0,moisturizer,2,0
3737,627,1,3.91,881,2928,0,0,moisturizer,2,0
314,294,1,4.28,191,1135,0,0,cleaner,0,0
633,286,2,4.47,361,1473,0,0,serum,1,0
3811,136,1,4.19,731,2676,0,0,cleaner,0,0
76,486,1,4.07,189,1282,0,0,serum,1,0
1379,345,1,4.07,94,843,0,0,moisturizer,2,0
3446,533,1,4.02,137,646,0,0,serum,1,0
561,382,1,3.91,548,1725,0,0,moisturizer,2,0
822,198,6,4.34,143,983,1,1,moisturizer,2,1
2716,324,2,4.35,219,890,1,0,serum,1,1
1890,486,3,4.07,189,1282,0,0,serum,1,0
3554,683,2,4.04,240,1184,0,0,cleaner,0,0
2748,167,2,4.11,359,2089,0,0,moisturizer,2,0
1161,284,5,4.09,359,1266,1,1,cleaner,0,1
915,570,1,4.43,200,672,0,0,serum,1,0
1840,535,4,3.96,187,1021,0,0,cleaner,0,0
2478,621,1,3.78,291,1405,0,0,moisturizer,2,0
1019,437,4,4.25,272,1599,0,0,cleaner,0,0
3962,468,1,4.61,240,971,1,0,moisturizer,2,1
521,577,3,4.32,535,2761,0,1,moisturizer,2,0
2911,284,3,4.09,359,1266,0,0,cleaner,0,0
2918,154,2,4.31,331,1733,0,0,serum,1,0
3042,129,3,3.93,240,791,0,0,cleaner,0,0
2330,636,2,3.75,520,1710,0,0,cleaner,0,0
804,496,3,3.92,104,915,0,0,serum,1,0
2506,651,1,4.03,262,957,0,0,serum,1,0
3877,244,3,4.49,1344,4551,0,1,serum,1,0
2392,564,1,4.23,178,921,0,0,serum,1,0
3183,547,4,4.78,111,694,0,0,serum,1,0
1500,121,2,4.36,208,726,1,0,serum,1,1
2210,367,2,4.32,388,1152,0,0,moisturizer,2,0
2831,288,5,4.82,282,3432,0,0,serum,1,0
794,208,3,4.46,176,1749,1,1,moisturizer,2,1
3195,263,5,4.4,568,1723,0,1,serum,1,0
3264,229,2,4.16,443,1626,0,0,serum,1,0
1711,300,1,4.3,108,1013,0,0,serum,1,0
1628,435,3,4.06,208,896,0,0,cleaner,0,0
1507,674,3,4.45,477,1409,0,1,moisturizer,2,0
569,670,1,4.23,641,2550,0,0,serum,1,0
181,121,3,4.36,208,726,0,0,serum,1,0
2705,491,4,4.22,401,1625,1,0,moisturizer,2,1
1041,611,2,4.31,131,969,0,0,serum,1,0
2409,580,7,4.34,107,557,0,0,serum,1,0
47,669,2,4.33,344,1346,0,0,cleaner,0,0
2258,610,1,4.08,350,1028,1,0,serum,1,1
1628,28,2,4.39,335,2086,1,0,cleaner,0,1
1873,415,3,4.01,137,724,0,0,cleaner,0,0
1249,152,1,3.71,203,647,0,0,moisturizer,2,0
2650,181,2,3.84,135,719,0,1,moisturizer,2,0
2339,170,3,4.31,96,1239,0,0,moisturizer,2,0
2512,271,2,4.34,132,1491,0,1,cleaner,0,0
3318,23,3,4.2,868,2604,0,0,moisturizer,2,0
108,52,5,3.98,306,942,1,0,cleaner,0,1
2033,654,1,4.06,177,1242,0,0,cleaner,0,0
1254,565,3,4.35,197,1078,0,0,serum,1,0
468,645,4,4.37,167,804,1,1,serum,1,1
11,676,1,4.42,160,1149,0,0,serum,1,0
1723,25,7,3.92,69,908,1,0,moisturizer,2,1
3576,405,1,4.43,483,1465,0,0,unknown,3,0
3395,111,5,4.28,195,1571,1,0,serum,1,1
1757,2,2,4.44,259,1500,0,1,serum,1,0
2972,151,1,3.71,132,767,0,0,moisturizer,2,0
1958,694,1,3.79,424,1421,1,1,serum,1,1
3494,631,6,4.55,142,1213,1,1,moisturizer,2,1
161,522,4,4.37,163,1061,1,0,serum,1,1
393,668,2,3.67,456,1566,0,0,unknown,3,0
254,148,2,4.21,64,578,0,1,serum,1,0
1310,59,1,4.53,165,760,1,0,cleaner,0,1
3821,694,1,3.79,424,1421,0,0,serum,1,0
1239,309,1,4.0,153,570,0,0,cleaner,0,0
3800,374,2,4.12,95,764,0,0,serum,1,0
548,291,3,4.28,349,2339,0,1,moisturizer,2,0
2329,149,3,4.42,68,514,0,1,serum,1,0
390,400,2,4.29,205,648,0,0,serum,1,0
398,8,1,4.43,236,1855,0,0,moisturizer,2,0
623,572,1,4.64,300,1073,1,0,moisturizer,2,1
1554,393,1,4.15,98,1024,1,1,serum,1,1
2374,427,2,4.57,103,1002,0,0,cleaner,0,0
2798,494,2,4.75,206,1089,0,0,serum,1,0
3867,658,1,3.62,500,1808,0,0,cleaner,0,0
3662,382,1,3.91,548,1725,1,0,moisturizer,2,1
517,19,11,4.28,423,1988,1,1,moisturizer,2,1
1797,280,4,4.3,341,1283,1,0,moisturizer,2,1
1415,697,3,4.52,192,957,0,0,moisturizer,2,0
130,49,2,4.43,305,1046,1,1,moisturizer,2,1
927,150,1,3.95,95,951,0,0,cleaner,0,0
83,244,5,4.49,1344,4551,1,1,serum,1,1
3979,413,3,4.06,512,1950,1,0,cleaner,0,1
2659,176,3,4.01,221,1315,0,0,cleaner,0,0
1307,110,3,4.25,304,1298,0,0,moisturizer,2,0
3018,300,2,4.3,108,1013,0,0,serum,1,0
214,547,2,4.78,111,694,0,1,serum,1,0
2586,46,1,4.19,460,2141,0,0,moisturizer,2,0
1946,594,3,4.07,239,1052,0,0,serum,1,0
2202,176,1,4.01,221,1315,0,0,cleaner,0,0
1663,291,2,4.28,349,2339,0,0,moisturizer,2,0
2496,27,1,4.49,156,666,0,0,serum,1,0
627,224,3,4.51,246,1250,0,0,moisturizer,2,0
3542,606,1,4.0,618,2091,0,0,moisturizer,2,0
747,164,8,4.09,438,1362,0,0,cleaner,0,0
1581,491,1,4.22,401,1625,0,0,moisturizer,2,0
371,600,2,4.14,180,1083,0,1,serum,1,0
3880,145,1,4.31,436,1929,0,0,serum,1,0
3154,246,3,4.82,337,1530,0,0,moisturizer,2,0
1652,506,1,4.49,689,2314,0,0,moisturizer,2,0
2348,273,2,3.93,92,1064,0,1,cleaner,0,0
1773,163,1,3.82,217,679,0,0,cleaner,0,0
1766,574,2,4.41,85,750,0,1,moisturizer,2,0
1053,542,1,3.53,218,1541,0,2,serum,1,0
1039,42,1,4.26,465,2164,0,0,moisturizer,2,0
965,294,1,4.28,191,1135,0,0,cleaner,0,0
1330,673,2,4.55,127,894,0,0,unknown,3,0
2836,477,1,4.55,268,1474,1,0,serum,1,1
2667,187,1,4.49,119,1014,0,0,serum,1,0
3635,154,2,4.31,331,1733,1,0,serum,1,1
1045,279,2,4.4,152,1893,0,1,moisturizer,2,0
2003,429,1,4.3,152,1249,0,0,cleaner,0,0
3991,35,2,4.21,127,1496,0,0,serum,1,0
3664,33,8,4.02,211,1373,0,0,serum,1,0
2950,614,1,3.43,145,888,0,0,unknown,3,0
1155,564,2,4.23,178,921,0,0,serum,1,0
1636,654,3,4.06,177,1242,0,0,cleaner,0,0
2960,536,1,4.69,89,1051,0,0,cleaner,0,0
1082,617,1,4.06,89,603,0,0,moisturizer,2,0
1789,345,4,4.07,94,843,1,0,moisturizer,2,1
569,25,1,3.92,69,908,0,0,moisturizer,2,0
3586,455,1,4.07,666,2140,0,0,cleaner,0,0
2780,152,3,3.71,203,647,0,0,moisturizer,2,0
2870,275,3,3.66,258,1717,1,0,moisturizer,2,1
3797,436,1,4.53,130,1079,0,0,cleaner,0,0
3675,689,1,4.13,229,2489,0,0,moisturizer,2,0
1071,402,3,3.91,133,1562,1,1,moisturizer,2,1
614,379,3,4.18,214,953,0,0,serum,1,0
2599,422,3,4.21,115,519,0,0,cleaner,0,0
571,556,1,4.12,414,1439,0,0,cleaner,0,0
315,552,1,3.9,170,1104,0,0,cleaner,0,0
828,321,2,4.51,220,905,0,0,moisturizer,2,0
2567,79,1,4.34,274,1283,0,0,serum,1,0
2992,453,1,4.28,240,1455,0,1,moisturizer,2,0
859,4,3,4.64,148,1336,1,0,moisturizer,2,1
409,449,2,4.44,324,1396,0,0,cleaner,0,0
3254,327,3,4.46,370,1209,0,0,moisturizer,2,0
3564,494,3,4.75,206,1089,0,0,serum,1,0
2247,335,2,4.03,193,1232,0,0,cleaner,0,0
2790,564,5,4.23,178,921,0,0,serum,1,0
1938,619,1,3.91,388,1204,0,0,cleaner,0,0
178,52,2,3.98,306,942,0,0,cleaner,0,0
3847,219,3,4.3,212,627,0,1,moisturizer,2,0
1371,160,1,3.81,224,1452,0,0,moisturizer,2,0
3258,291,1,4.28,349,2339,0,1,moisturizer,2,0
2548,521,1,4.47,157,768,0,0,moisturizer,2,0
906,215,3,4.51,253,1771,1,1,moisturizer,2,1
298,475,4,4.4,288,890,0,0,cleaner,0,0
2511,62,2,4.2,119,1049,0,0,serum,1,0
1737,444,1,4.36,333,1440,0,1,cleaner,0,0
1959,418,2,4.24,120,540,0,0,moisturizer,2,0
3265,242,2,4.48,160,876,1,1,moisturizer,2,1
2608,157,5,3.74,343,1172,0,0,cleaner,0,0
1962,137,1,4.19,243,1129,0,0,moisturizer,2,0
3292,648,1,4.17,193,905,0,0,serum,1,0
627,228,1,4.27,114,928,0,0,serum,1,0
3040,567,1,4.41,84,772,0,1,moisturizer,2,0
483,345,2,4.07,94,843,0,0,moisturizer,2,0
286,73,1,4.28,355,1429,1,0,moisturizer,2,1
180,695,1,4.74,266,1180,0,0,moisturizer,2,0
3238,292,1,4.55,624,2011,0,1,cleaner,0,0
2880,284,1,4.09,359,1266,0,0,cleaner,0,0
1314,278,3,4.07,221,778,1,1,serum,1,1
1115,633,1,3.68,272,1581,0,0,cleaner,0,0
2835,466,3,4.3,174,2142,1,1,moisturizer,2,1
3181,631,4,4.55,142,1213,1,0,moisturizer,2,1
3505,224,2,4.51,246,1250,1,1,moisturizer,2,1
86,288,4,4.82,282,3432,0,0,serum,1,0
1246,282,3,3.83,139,888,1,0,cleaner,0,1
2802,404,1,4.06,159,584,0,0,cleaner,0,0
1318,29,3,3.83,390,1208,1,0,cleaner,0,1
1345,291,1,4.28,349,2339,0,0,moisturizer,2,0
37,210,6,4.26,261,1237,1,0,serum,1,1
1477,676,1,4.42,160,1149,0,0,serum,1,0
1246,670,2,4.23,641,2550,0,0,serum,1,0
1490,172,3,4.38,652,1966,1,1,serum,1,1
629,604,2,4.36,154,716,0,0,moisturizer,2,0
3164,87,1,4.18,240,1228,0,0,moisturizer,2,0
1246,93,2,4.16,225,1044,0,0,serum,1,0
1874,563,1,4.27,314,2141,0,1,moisturizer,2,0
3040,24,2,3.94,244,1367,0,0,moisturizer,2,0
3943,436,1,4.53,130,1079,0,0,cleaner,0,0
814,465,3,4.03,121,856,0,0,serum,1,0
713,116,2,4.35,209,1118,0,1,moisturizer,2,0
1094,106,4,4.33,264,814,1,0,moisturizer,2,1
3167,50,4,3.61,331,1022,1,1,cleaner,0,1
3756,388,1,3.99,104,552,1,0,moisturizer,2,1
1485,241,1,4.12,119,1145,0,0,moisturizer,2,0
740,282,1,3.83,139,888,0,0,cleaner,0,0
472,486,2,4.07,189,1282,0,0,serum,1,0
3873,365,7,4.16,141,947,1,1,moisturizer,2,1
2755,181,2,3.84,135,719,0,1,moisturizer,2,0
1092,307,2,4.35,205,939,0,0,serum,1,0
2780,112,1,3.87,364,1316,1,0,cleaner,0,1
1379,265,3,4.34,295,1738,0,0,moisturizer,2,0
673,417,3,4.1,276,1547,0,0,cleaner,0,0
867,337,1,4.13,104,892,0,0,cleaner,0,0
262,546,1,3.94,151,835,0,0,serum,1,0
822,383,2,4.5,270,1435,0,0,moisturizer,2,0
2668,136,1,4.19,731,2676,0,0,cleaner,0,0
2359,681,3,4.23,493,4358,1,0,cleaner,0,1
716,199,1,3.79,262,909,0,0,cleaner,0,0
1871,594,12,4.07,239,1052,0,0,serum,1,0
1543,232,4,4.23,208,959,0,0,serum,1,0
3971,365,1,4.16,141,947,0,0,moisturizer,2,0
2298,348,4,3.91,246,1494,0,0,cleaner,0,0
724,93,1,4.16,225,1044,0,0,serum,1,0
1371,695,3,4.74,266,1180,1,1,moisturizer,2,1
1545,494,1,4.75,206,1089,0,0,serum,1,0
1550,487,2,4.26,195,787,0,1,serum,1,0
3539,576,2,4.3,280,879,0,0,serum,1,0
2065,89,2,4.11,90,827,0,0,cleaner,0,0
2895,35,2,4.21,127,1496,0,0,serum,1,0
557,349,1,4.29,96,763,0,0,serum,1,0
3855,209,1,4.32,145,923,0,0,cleaner,0,0
559,71,1,3.88,216,1833,0,0,cleaner,0,0
3753,634,1,4.16,308,954,0,0,serum,1,0
877,51,4,3.89,179,1804,0,0,cleaner,0,0
36,246,1,4.82,337,1530,1,0,moisturizer,2,1
534,24,1,3.94,244,1367,0,0,moisturizer,2,0
1707,42,2,4.26,465,2164,0,0,moisturizer,2,0
726,619,2,3.91,388,1204,0,1,cleaner,0,0
2486,160,2,3.81,224,1452,0,0,moisturizer,2,0
525,348,1,3.91,246,1494,0,0,cleaner,0,0
3402,328,1,4.2,121,931,0,0,serum,1,0
2455,588,1,4.3,158,1060,0,0,serum,1,0
23,635,1,3.91,140,703,0,0,cleaner,0,0
406,612,2,3.99,140,883,1,0,moisturizer,2,1
651,45,1,4.36,228,1714,0,0,moisturizer,2,0
311,463,2,4.62,303,1090,0,0,moisturizer,2,0
3636,215,1,4.51,253,1771,0,0,moisturizer,2,0
1109,476,1,4.19,211,935,0,0,serum,1,0
2809,310,2,3.95,248,704,0,0,cleaner,0,0
2597,480,2,4.26,294,878,0,0,serum,1,0
2146,208,2,4.46,176,1749,0,0,moisturizer,2,0
2927,132,2,4.62,88,1020,1,0,moisturizer,2,1
1253,44,6,4.01,265,2967,0,0,serum,1,0
2165,116,1,4.35,209,1118,0,0,moisturizer,2,0
1204,620,4,4.07,314,1114,1,0,cleaner,0,1
3680,74,1,4.32,283,3373,0,0,cleaner,0,0
3810,233,2,4.51,633,2085,0,1,moisturizer,2,0
1440,243,2,4.42,430,1561,0,2,cleaner,0,0
3327,58,1,4.38,78,965,0,0,serum,1,0
3544,418,1,4.24,120,540,0,0,moisturizer,2,0
269,233,3,4.51,633,2085,1,1,moisturizer,2,1
47,529,2,4.36,349,1892,1,0,moisturizer,2,1
3284,432,1,4.22,131,979,0,0,moisturizer,2,0
1663,124,3,4.43,232,1420,1,1,serum,1,1
3600,313,3,4.17,368,1389,0,0,cleaner,0,0
2309,639,1,4.48,783,2533,0,0,moisturizer,2,0
546,381,2,4.59,270,1008,0,0,serum,1,0
1937,589,3,4.06,135,709,1,1,cleaner,0,1
3541,412,1,4.22,244,1569,0,0,moisturizer,2,0
3288,351,4,4.32,363,2523,0,0,serum,1,0
2,508,1,3.82,365,1294,0,0,moisturizer,2,0
722,406,5,4.24,123,696,0,0,moisturizer,2,0
840,139,4,4.27,119,1250,0,0,moisturizer,2,0
1517,246,1,4.82,337,1530,0,1,moisturizer,2,0
188,670,1,4.23,641,2550,0,1,serum,1,0
2368,456,1,4.28,233,786,0,0,cleaner,0,0
237,606,2,4.0,618,2091,0,0,moisturizer,2,0
1011,98,2,4.33,171,1393,0,1,cleaner,0,0
1072,562,2,4.39,193,1055,0,1,cleaner,0,0
921,179,2,4.12,69,696,0,0,moisturizer,2,0
973,456,2,4.28,233,786,0,0,cleaner,0,0
3644,497,4,4.29,252,1254,0,0,serum,1,0
1895,271,2,4.34,132,1491,0,0,cleaner,0,0
3018,115,2,4.04,128,654,0,2,cleaner,0,0
2094,84,4,4.04,1084,3314,1,0,cleaner,0,1
983,430,1,4.49,142,883,0,0,moisturizer,2,0
3829,613,1,4.29,186,897,0,0,moisturizer,2,0
1002,120,5,4.21,228,768,1,1,serum,1,1
2548,461,1,4.55,164,1288,1,0,serum,1,1
2870,86,4,4.37,253,2478,0,1,cleaner,0,0
2463,521,3,4.47,157,768,0,0,moisturizer,2,0
2721,571,3,4.03,68,530,0,1,serum,1,0
560,563,1,4.27,314,2141,0,0,moisturizer,2,0
2509,148,2,4.21,64,578,0,0,serum,1,0
349,391,2,4.29,77,684,0,0,serum,1,0
2635,112,2,3.87,364,1316,1,0,cleaner,0,1
578,181,4,3.84,135,719,1,0,moisturizer,2,1
1538,492,1,4.28,231,1213,0,0,serum,1,0
2334,447,3,3.5,263,766,0,0,unknown,3,0
2812,162,7,3.94,411,2616,1,0,moisturizer,2,1
2941,591,1,3.91,182,910,0,0,moisturizer,2,0
3089,497,1,4.29,252,1254,0,0,serum,1,0
3055,298,1,3.99,89,962,0,0,moisturizer,2,0
3850,475,1,4.4,288,890,1,0,cleaner,0,1
711,116,2,4.35,209,1118,0,0,moisturizer,2,0
2564,369,1,4.55,323,2088,0,0,serum,1,0
1149,75,1,4.39,685,2163,3,0,cleaner,0,1
2448,82,1,4.64,491,2327,0,0,serum,1,0
2028,78,2,4.21,158,920,0,0,moisturizer,2,0
3216,523,2,4.37,84,840,0,0,cleaner,0,0
391,59,4,4.53,165,760,0,0,cleaner,0,0
1298,30,1,3.92,238,984,0,0,moisturizer,2,0
837,115,3,4.04,128,654,0,0,cleaner,0,0
3921,593,1,4.28,311,1212,0,0,serum,1,0
673,433,1,4.49,214,821,0,0,moisturizer,2,0
1250,399,1,4.01,114,1042,0,0,serum,1,0
3437,567,1,4.41,84,772,0,0,moisturizer,2,0
1107,107,1,3.99,383,2450,0,0,serum,1,0
2757,260,3,4.53,203,1187,1,2,serum,1,1
3678,241,1,4.12,119,1145,0,0,moisturizer,2,0
3894,527,2,4.2,114,610,0,0,moisturizer,2,0
814,56,2,4.08,135,1475,0,1,moisturizer,2,0
14,416,1,4.49,303,1224,0,0,cleaner,0,0
1484,662,1,4.29,94,1061,1,0,moisturizer,2,1
1955,330,1,4.12,331,982,0,0,cleaner,0,0
3443,429,3,4.3,152,1249,0,0,cleaner,0,0
548,34,1,4.34,345,1177,0,0,serum,1,0
2045,134,1,4.18,59,491,0,1,serum,1,0
482,46,2,4.19,460,2141,0,1,moisturizer,2,0
415,74,6,4.32,283,3373,0,1,cleaner,0,0
2637,648,1,4.17,193,905,0,0,serum,1,0
900,443,1,4.14,144,871,0,0,moisturizer,2,0
263,421,7,4.13,280,831,1,1,moisturizer,2,1
2294,577,3,4.32,535,2761,0,1,moisturizer,2,0
74,288,5,4.82,282,3432,1,1,serum,1,1
121,631,2,4.55,142,1213,0,0,moisturizer,2,0
3000,402,1,3.91,133,1562,0,0,moisturizer,2,0
859,271,2,4.34,132,1491,0,1,cleaner,0,0
973,584,4,4.46,476,1597,0,1,serum,1,0
2288,75,4,4.39,685,2163,1,1,cleaner,0,1
3932,348,1,3.91,246,1494,0,0,cleaner,0,0
1343,692,1,4.06,80,780,0,0,moisturizer,2,0
3843,435,1,4.06,208,896,0,0,cleaner,0,0
290,243,1,4.42,430,1561,0,0,cleaner,0,0
41,241,5,4.12,119,1145,0,0,moisturizer,2,0
3301,661,2,4.12,246,790,2,1,cleaner,0,1
2751,543,12,3.86,72,266,1,0,moisturizer,2,1
337,219,1,4.3,212,627,0,0,moisturizer,2,0
3017,615,2,4.11,198,769,0,0,cleaner,0,0
1680,291,3,4.28,349,2339,1,0,moisturizer,2,1
663,192,3,4.1,103,664,0,0,cleaner,0,0
1782,74,1,4.32,283,3373,0,1,cleaner,0,0
1901,154,2,4.31,331,1733,0,0,serum,1,0
3734,327,7,4.46,370,1209,1,1,moisturizer,2,1
2482,329,1,4.31,89,831,1,0,serum,1,1
1182,556,2,4.12,414,1439,0,0,cleaner,0,0
1924,643,2,4.49,156,1097,0,0,cleaner,0,0
3335,195,2,4.04,238,1127,0,0,cleaner,0,0
1759,146,3,4.1,155,872,0,1,cleaner,0,0
434,62,1,4.2,119,1049,0,0,serum,1,0
1267,86,4,4.37,253,2478,0,0,cleaner,0,0
3238,485,3,4.55,332,1699,0,0,cleaner,0,0
2043,428,1,4.51,229,1216,0,0,moisturizer,2,0
2800,187,3,4.49,119,1014,0,0,serum,1,0
262,107,1,3.99,383,2450,1,0,serum,1,1
880,91,1,4.37,172,1180,0,0,cleaner,0,0
2611,377,1,4.43,499,1493,1,0,moisturizer,2,1
2465,49,4,4.43,305,1046,1,0,moisturizer,2,1
3311,27,1,4.49,156,666,1,0,serum,1,1
3887,634,1,4.16,308,954,0,0,serum,1,0
2368,513,1,4.06,179,1140,0,0,cleaner,0,0
1627,355,2,4.19,232,919,0,0,serum,1,0
1778,531,2,4.23,208,944,0,0,moisturizer,2,0
3238,509,3,4.59,236,2153,1,0,serum,1,1
1340,495,4,4.61,123,1470,0,0,moisturizer,2,0
3951,54,3,4.62,325,1617,0,1,moisturizer,2,0
2038,155,1,4.22,201,912,0,0,cleaner,0,0
480,164,1,4.09,438,1362,0,0,cleaner,0,0
612,639,1,4.48,783,2533,1,1,moisturizer,2,1
1493,625,1,4.12,264,882,0,0,moisturizer,2,0
3304,218,1,4.07,128,542,0,0,cleaner,0,0
1631,588,6,4.3,158,1060,0,0,serum,1,0
306,137,3,4.19,243,1129,0,0,moisturizer,2,0
1337,560,1,4.06,95,767,0,0,serum,1,0
2703,339,2,4.66,170,871,0,0,cleaner,0,0
2590,314,2,3.77,99,668,0,0,serum,1,0
3920,489,3,4.22,124,763,0,0,serum,1,0
3013,566,3,4.44,130,750,0,0,moisturizer,2,0
1160,401,1,4.09,733,2310,0,0,serum,1,0
1314,397,8,4.21,438,4304,0,0,moisturizer,2,0
992,505,3,4.15,776,2409,0,0,serum,1,0
1713,292,3,4.55,624,2011,0,0,cleaner,0,0
897,250,2,4.48,349,1475,0,0,serum,1,0
79,66,1,4.04,200,562,0,0,serum,1,0
3711,686,1,4.33,79,1017,0,0,serum,1,0
3283,132,1,4.62,88,1020,0,0,moisturizer,2,0
2078,122,3,3.99,215,788,1,1,serum,1,1
2853,288,2,4.82,282,3432,0,0,serum,1,0
2790,96,2,3.93,69,547,0,0,serum,1,0
3473,279,3,4.4,152,1893,0,0,moisturizer,2,0
2684,82,3,4.64,491,2327,1,0,serum,1,1
3304,462,1,4.09,178,1213,0,0,cleaner,0,0
687,58,2,4.38,78,965,0,0,serum,1,0
2453,317,3,4.19,277,1484,1,0,serum,1,1
1624,255,1,4.46,473,2324,0,0,cleaner,0,0
3274,529,2,4.36,349,1892,0,0,moisturizer,2,0
2771,394,1,3.96,78,511,0,0,moisturizer,2,0
2277,637,5,4.14,388,1393,1,0,moisturizer,2,1
3883,353,1,4.4,166,1068,0,0,serum,1,0
2310,460,4,4.2,158,611,0,0,serum,1,0
3724,505,1,4.15,776,2409,0,0,serum,1,0
1287,535,6,3.96,187,1021,1,1,cleaner,0,1
1013,100,4,4.22,84,1014,1,0,moisturizer,2,1
1545,201,5,4.38,198,956,0,0,moisturizer,2,0
1689,559,1,3.92,92,831,0,1,serum,1,0
2943,195,3,4.04,238,1127,0,0,cleaner,0,0
1173,637,2,4.14,388,1393,0,0,moisturizer,2,0
1211,244,1,4.49,1344,4551,0,0,serum,1,0
490,260,3,4.53,203,1187,0,1,serum,1,0
2424,510,4,3.99,197,726,0,0,cleaner,0,0
2356,85,1,4.17,272,1027,0,0,cleaner,0,0
2988,311,1,4.33,252,1900,0,0,serum,1,0
2485,490,8,4.45,530,2006,0,1,serum,1,0
1179,551,1,4.45,419,1807,0,0,serum,1,0
2637,229,1,4.16,443,1626,0,0,serum,1,0
980,389,1,4.2,281,871,0,0,cleaner,0,0
3984,502,5,4.19,234,671,1,1,moisturizer,2,1
1840,569,3,4.09,114,1074,0,0,serum,1,0
3370,615,2,4.11,198,769,0,0,cleaner,0,0
1477,651,1,4.03,262,957,0,0,serum,1,0
2864,236,2,4.44,161,1010,0,0,moisturizer,2,0
3442,124,2,4.43,232,1420,0,0,serum,1,0
2003,656,2,4.55,146,1137,1,1,serum,1,1
3472,485,2,4.55,332,1699,0,0,cleaner,0,0
3148,375,1,4.17,203,1096,0,0,cleaner,0,0
1042,271,3,4.34,132,1491,0,0,cleaner,0,0
1603,678,1,4.3,227,1639,1,0,serum,1,1
3958,275,1,3.66,258,1717,0,1,moisturizer,2,0
2722,156,1,4.79,161,719,0,1,moisturizer,2,0
1661,606,1,4.0,618,2091,0,0,moisturizer,2,0
1890,668,1,3.67,456,1566,0,0,unknown,3,0
2904,70,1,4.53,287,957,0,0,serum,1,0
2380,44,2,4.01,265,2967,0,0,serum,1,0
1537,586,1,4.56,115,981,1,1,serum,1,1
494,188,1,3.59,199,750,0,0,cleaner,0,0
2871,107,1,3.99,383,2450,0,0,serum,1,0
2792,191,4,4.2,197,605,1,0,moisturizer,2,1
3488,661,1,4.12,246,790,0,0,cleaner,0,0
3010,257,2,4.39,451,1838,1,0,moisturizer,2,1
594,626,1,4.13,209,868,0,0,serum,1,0
3967,633,2,3.68,272,1581,0,0,cleaner,0,0
1136,675,2,4.07,204,1358,0,0,serum,1,0
288,224,1,4.51,246,1250,0,0,moisturizer,2,0
